Previous Scores,Hours Studied,Sample Question Papers Practiced,Sleep Hours,Performance_bin,Extracurricular Activities,Previous Scores_scaled
75,5,3,5,6,1,5.932203389830509
64,2,0,4,4,0,4.067796610169491
75,8,9,4,7,0,5.932203389830509
70,2,5,8,5,1,5.084745762711864
70,6,9,4,6,0,5.084745762711864
41,8,5,5,3,0,0.1694915254237288
58,6,2,9,5,1,3.0508474576271185
92,4,5,9,8,0,8.813559322033898
51,4,9,5,3,0,1.8644067796610169
49,6,8,8,4,0,1.5254237288135593
70,4,5,6,5,1,5.084745762711864
84,8,0,5,8,0,7.4576271186440675
61,9,9,9,6,0,3.559322033898305
62,1,5,5,3,0,3.7288135593220337
91,4,7,4,7,1,8.64406779661017
62,4,6,4,4,1,3.7288135593220337
54,2,7,5,3,1,2.3728813559322033
65,6,7,8,5,0,4.237288135593221
42,3,8,6,2,1,0.3389830508474576
62,7,2,4,5,0,3.7288135593220337
59,5,6,9,5,1,3.2203389830508473
84,4,5,4,7,1,7.4576271186440675
79,5,1,9,6,1,6.610169491525424
96,8,4,6,9,1,9.491525423728813
78,3,2,4,6,0,6.440677966101695
95,7,4,8,9,1,9.322033898305085
47,6,8,9,3,0,1.1864406779661016
57,1,7,4,3,0,2.8813559322033897
80,7,8,4,7,0,6.779661016949152
45,7,8,5,4,1,0.847457627118644
66,1,7,8,4,1,4.406779661016949
75,9,7,8,7,0,5.932203389830509
54,6,5,5,4,1,2.3728813559322033
76,2,5,9,5,0,6.101694915254237
97,5,5,7,9,1,9.661016949152541
44,4,9,6,2,1,0.6779661016949152
78,7,5,8,7,0,6.440677966101695
48,8,8,7,4,1,1.3559322033898304
46,1,9,9,2,0,1.0169491525423728
80,5,0,6,6,0,6.779661016949152
59,3,9,8,4,1,3.2203389830508473
49,1,5,4,2,1,1.5254237288135593
65,3,7,8,5,1,4.237288135593221
43,6,0,6,3,0,0.5084745762711864
77,7,5,7,7,1,6.271186440677966
63,8,8,4,6,1,3.8983050847457625
53,4,5,6,3,1,2.2033898305084745
80,3,1,9,6,1,6.779661016949152
40,5,0,6,2,0,0.0
56,9,3,8,5,1,2.711864406779661
84,6,5,9,8,0,7.4576271186440675
63,9,9,5,6,1,3.8983050847457625
66,6,9,5,6,1,4.406779661016949
46,2,8,4,2,1,1.0169491525423728
48,5,4,6,3,0,1.3559322033898304
82,9,6,7,8,0,7.11864406779661
74,8,5,4,7,1,5.762711864406779
97,7,5,9,9,0,9.661016949152541
51,1,8,4,3,0,1.8644067796610169
60,4,4,8,4,1,3.389830508474576
42,7,1,9,3,1,0.3389830508474576
54,7,7,7,4,1,2.3728813559322033
60,6,2,6,5,1,3.389830508474576
49,8,8,9,4,1,1.5254237288135593
72,6,4,6,6,1,5.423728813559322
85,3,0,6,6,0,7.627118644067797
98,4,3,4,8,1,9.830508474576272
91,3,8,8,7,1,8.64406779661017
45,1,0,4,2,1,0.847457627118644
41,5,7,5,2,1,0.1694915254237288
68,1,7,5,4,0,4.745762711864407
94,1,8,6,7,0,9.152542372881356
79,2,8,8,6,0,6.610169491525424
72,4,5,9,5,1,5.423728813559322
43,6,4,6,3,1,0.5084745762711864
98,8,6,9,10,0,9.830508474576272
43,3,8,6,2,0,0.5084745762711864
68,1,4,4,4,1,4.745762711864407
76,3,2,6,5,1,6.101694915254237
99,3,8,6,9,1,10.0
99,5,9,8,9,1,10.0
59,4,0,8,4,1,3.2203389830508473
80,4,0,9,7,0,6.779661016949152
62,9,9,8,6,1,3.7288135593220337
84,7,3,6,8,0,7.4576271186440675
57,4,1,8,4,1,2.8813559322033897
88,3,6,8,7,0,8.135593220338983
64,6,1,7,5,0,4.067796610169491
40,3,6,7,2,0,0.0
93,6,7,5,8,1,8.983050847457626
54,9,7,4,5,1,2.3728813559322033
73,6,2,4,6,1,5.593220338983051
87,4,8,8,7,0,7.966101694915254
59,5,9,5,4,0,3.2203389830508473
93,6,9,5,8,1,8.983050847457626
76,3,9,9,6,0,6.101694915254237
66,8,5,7,6,0,4.406779661016949
61,4,3,5,4,0,3.559322033898305
90,8,7,6,9,0,8.474576271186441
44,3,3,9,2,1,0.6779661016949152
73,7,3,8,6,0,5.593220338983051
78,9,7,6,8,1,6.440677966101695
42,4,3,4,2,0,0.3389830508474576
56,8,0,7,5,0,2.711864406779661
63,3,5,6,4,1,3.8983050847457625
63,7,7,8,6,0,3.8983050847457625
42,3,2,6,2,1,0.3389830508474576
84,7,1,6,8,1,7.4576271186440675
46,6,5,5,3,1,1.0169491525423728
64,2,0,7,4,1,4.067796610169491
95,3,4,4,8,1,9.322033898305085
42,6,5,8,2,1,0.3389830508474576
54,4,7,9,4,1,2.3728813559322033
68,6,6,9,6,0,4.745762711864407
89,1,5,8,6,1,8.305084745762711
68,1,1,4,4,0,4.745762711864407
49,3,7,8,3,0,1.5254237288135593
71,8,7,5,7,0,5.254237288135593
62,8,4,9,6,1,3.7288135593220337
78,4,2,9,6,1,6.440677966101695
48,6,7,6,4,0,1.3559322033898304
76,8,4,5,7,1,6.101694915254237
91,7,2,9,8,0,8.64406779661017
79,7,8,5,7,0,6.610169491525424
53,4,8,5,3,0,2.2033898305084745
43,9,6,4,4,1,0.5084745762711864
59,6,7,9,5,0,3.2203389830508473
67,3,4,7,5,1,4.576271186440678
53,5,4,4,3,0,2.2033898305084745
83,5,4,4,7,1,7.288135593220339
73,5,1,5,6,0,5.593220338983051
52,8,2,7,5,1,2.0338983050847457
70,9,7,4,7,0,5.084745762711864
72,9,5,7,7,1,5.423728813559322
91,6,8,9,9,1,8.64406779661017
78,6,6,5,7,1,6.440677966101695
67,9,5,4,6,0,4.576271186440678
64,4,3,7,4,0,4.067796610169491
71,6,6,8,6,0,5.254237288135593
48,4,3,4,3,1,1.3559322033898304
67,1,6,4,4,1,4.576271186440678
97,7,4,4,9,0,9.661016949152541
70,6,1,7,6,0,5.084745762711864
56,9,6,6,5,1,2.711864406779661
92,7,7,9,9,0,8.813559322033898
62,7,9,4,5,1,3.7288135593220337
52,2,1,8,3,1,2.0338983050847457
94,9,5,8,10,1,9.152542372881356
49,9,3,5,4,0,1.5254237288135593
55,6,4,6,4,1,2.542372881355932
45,3,0,6,2,0,0.847457627118644
87,1,5,7,6,1,7.966101694915254
50,4,7,5,3,0,1.694915254237288
97,3,1,7,8,0,9.661016949152541
91,1,0,5,6,1,8.64406779661017
42,3,8,9,2,1,0.3389830508474576
67,4,1,6,5,1,4.576271186440678
80,8,7,9,8,1,6.779661016949152
54,9,4,7,5,0,2.3728813559322033
99,3,1,5,8,0,10.0
52,6,4,6,3,0,2.0338983050847457
81,5,8,6,7,0,6.9491525423728815
91,6,5,4,8,0,8.64406779661017
95,4,2,7,8,1,9.322033898305085
84,6,7,4,7,1,7.4576271186440675
56,7,0,6,5,0,2.711864406779661
46,9,8,7,4,1,1.0169491525423728
67,7,8,7,6,1,4.576271186440678
77,6,3,9,7,1,6.271186440677966
52,1,7,8,2,1,2.0338983050847457
99,2,2,5,8,1,10.0
56,1,5,8,3,1,2.711864406779661
54,9,9,8,5,0,2.3728813559322033
75,9,9,6,8,1,5.932203389830509
67,7,7,9,6,1,4.576271186440678
54,2,8,5,3,0,2.3728813559322033
85,6,7,8,8,0,7.627118644067797
92,4,8,8,8,0,8.813559322033898
50,1,3,7,2,1,1.694915254237288
95,1,9,6,7,0,9.322033898305085
70,5,0,8,6,1,5.084745762711864
43,2,6,5,1,0,0.5084745762711864
74,4,9,4,5,1,5.762711864406779
73,1,3,4,4,1,5.593220338983051
91,4,0,6,8,0,8.64406779661017
66,6,2,4,6,1,4.406779661016949
49,4,6,7,3,1,1.5254237288135593
69,1,2,7,4,1,4.915254237288136
84,7,0,5,7,1,7.4576271186440675
59,2,6,9,4,0,3.2203389830508473
68,9,7,6,6,0,4.745762711864407
97,3,4,6,8,0,9.661016949152541
92,8,5,4,9,1,8.813559322033898
68,8,2,8,6,0,4.745762711864407
62,3,4,8,4,0,3.7288135593220337
96,4,2,9,8,1,9.491525423728813
89,2,1,8,7,0,8.305084745762711
60,4,6,9,4,0,3.389830508474576
87,9,9,5,9,0,7.966101694915254
82,2,6,6,6,1,7.11864406779661
49,3,7,4,2,0,1.5254237288135593
80,4,0,5,6,0,6.779661016949152
51,5,1,7,3,0,1.8644067796610169
69,1,1,7,5,1,4.915254237288136
90,7,2,7,9,1,8.474576271186441
72,7,6,9,6,0,5.423728813559322
57,9,6,9,5,0,2.8813559322033897
53,4,6,6,3,0,2.2033898305084745
61,6,0,7,5,1,3.559322033898305
60,2,1,9,3,1,3.389830508474576
40,4,7,9,2,0,0.0
88,2,8,8,7,0,8.135593220338983
82,5,9,9,7,1,7.11864406779661
91,7,6,7,9,1,8.64406779661017
99,1,0,5,7,0,10.0
54,7,3,7,4,1,2.3728813559322033
75,6,9,8,7,0,5.932203389830509
86,6,7,7,8,0,7.796610169491525
93,8,4,4,9,1,8.983050847457626
61,8,0,8,6,0,3.559322033898305
71,6,6,6,5,0,5.254237288135593
97,3,5,7,8,0,9.661016949152541
85,5,8,9,7,0,7.627118644067797
93,2,3,5,7,0,8.983050847457626
72,5,3,7,6,0,5.423728813559322
97,9,7,5,10,0,9.661016949152541
80,1,3,4,5,1,6.779661016949152
98,5,2,6,9,1,9.830508474576272
78,6,6,9,7,0,6.440677966101695
62,7,4,8,5,1,3.7288135593220337
82,9,8,8,8,0,7.11864406779661
94,6,4,6,9,0,9.152542372881356
41,5,8,4,2,1,0.1694915254237288
41,7,5,4,3,0,0.1694915254237288
77,1,5,7,5,0,6.271186440677966
94,5,5,4,8,1,9.152542372881356
90,2,6,7,6,1,8.474576271186441
68,4,3,5,5,1,4.745762711864407
91,7,3,6,8,1,8.64406779661017
85,5,8,5,7,1,7.627118644067797
99,6,6,5,9,1,10.0
42,2,9,5,2,0,0.3389830508474576
78,3,5,5,6,1,6.440677966101695
46,7,0,8,3,1,1.0169491525423728
75,2,6,4,5,0,5.932203389830509
68,6,5,6,6,0,4.745762711864407
94,5,3,6,8,1,9.152542372881356
76,1,7,9,5,0,6.101694915254237
88,4,6,5,7,0,8.135593220338983
97,2,7,6,8,0,9.661016949152541
75,4,8,7,6,0,5.932203389830509
62,1,0,6,3,0,3.7288135593220337
84,2,2,5,6,0,7.4576271186440675
55,8,1,6,5,0,2.542372881355932
87,6,2,4,8,1,7.966101694915254
70,2,1,5,4,0,5.084745762711864
73,6,5,8,6,1,5.593220338983051
89,9,8,4,9,0,8.305084745762711
40,7,1,6,3,0,0.0
57,9,3,8,5,1,2.8813559322033897
97,5,4,9,8,0,9.661016949152541
79,7,4,4,7,0,6.610169491525424
82,7,0,9,8,1,7.11864406779661
95,3,5,7,8,0,9.322033898305085
95,7,4,4,9,0,9.322033898305085
54,1,5,8,2,1,2.3728813559322033
87,9,3,9,9,1,7.966101694915254
88,6,5,7,8,0,8.135593220338983
56,5,8,9,4,1,2.711864406779661
83,7,0,6,7,0,7.288135593220339
49,5,5,5,3,0,1.5254237288135593
45,7,6,6,4,1,0.847457627118644
47,7,3,5,4,1,1.1864406779661016
84,3,5,5,7,1,7.4576271186440675
73,3,6,8,5,0,5.593220338983051
71,3,4,7,5,1,5.254237288135593
90,6,8,7,8,1,8.474576271186441
93,6,7,4,8,0,8.983050847457626
81,3,2,6,6,0,6.9491525423728815
43,3,0,8,2,0,0.5084745762711864
83,8,9,9,8,0,7.288135593220339
89,8,7,6,9,0,8.305084745762711
78,7,3,9,7,0,6.440677966101695
59,4,6,9,4,0,3.2203389830508473
63,4,3,9,4,0,3.8983050847457625
63,3,6,4,4,0,3.8983050847457625
94,5,0,4,8,1,9.152542372881356
65,3,0,8,4,1,4.237288135593221
64,8,1,4,5,0,4.067796610169491
75,7,4,8,7,1,5.932203389830509
46,3,9,4,2,0,1.0169491525423728
49,9,5,7,5,0,1.5254237288135593
97,5,1,8,8,0,9.661016949152541
86,9,0,7,9,0,7.796610169491525
51,7,8,7,4,1,1.8644067796610169
40,7,6,8,3,1,0.0
91,6,7,6,9,0,8.64406779661017
89,2,5,5,7,1,8.305084745762711
64,9,8,4,6,1,4.067796610169491
55,6,7,9,4,0,2.542372881355932
44,8,3,4,3,0,0.6779661016949152
58,1,4,9,3,1,3.0508474576271185
43,5,1,6,2,1,0.5084745762711864
45,1,0,5,1,0,0.847457627118644
65,8,5,6,6,0,4.237288135593221
88,8,2,5,8,1,8.135593220338983
78,1,3,8,5,0,6.440677966101695
95,9,0,8,10,0,9.322033898305085
94,2,5,9,8,0,9.152542372881356
78,9,7,7,8,1,6.440677966101695
48,1,9,7,1,1,1.3559322033898304
84,9,3,9,9,0,7.4576271186440675
91,4,9,8,7,1,8.64406779661017
53,9,7,9,5,0,2.2033898305084745
87,7,9,7,8,1,7.966101694915254
94,6,2,9,9,1,9.152542372881356
48,5,6,8,3,1,1.3559322033898304
54,9,2,6,5,0,2.3728813559322033
76,2,5,4,5,0,6.101694915254237
89,2,3,8,7,0,8.305084745762711
92,9,5,9,9,1,8.813559322033898
59,3,6,8,4,0,3.2203389830508473
47,8,7,8,4,0,1.1864406779661016
71,9,5,7,7,0,5.254237288135593
86,8,3,9,8,0,7.796610169491525
60,4,8,7,4,1,3.389830508474576
96,1,6,9,8,0,9.491525423728813
80,4,8,7,6,0,6.779661016949152
58,9,2,7,5,1,3.0508474576271185
68,2,4,6,4,0,4.745762711864407
97,3,0,8,8,1,9.661016949152541
70,8,7,6,6,1,5.084745762711864
93,6,0,7,8,1,8.983050847457626
45,8,0,6,4,0,0.847457627118644
43,7,6,8,4,1,0.5084745762711864
82,5,7,8,7,1,7.11864406779661
68,9,2,7,7,1,4.745762711864407
81,4,1,8,7,0,6.9491525423728815
40,2,9,5,1,1,0.0
83,2,4,8,6,1,7.288135593220339
94,2,0,6,7,0,9.152542372881356
54,7,1,6,4,1,2.3728813559322033
86,2,2,6,6,1,7.796610169491525
60,2,5,8,4,0,3.389830508474576
85,9,0,5,8,0,7.627118644067797
97,7,7,7,9,0,9.661016949152541
70,3,1,7,4,1,5.084745762711864
46,3,4,8,2,1,1.0169491525423728
56,7,7,8,5,1,2.711864406779661
95,5,4,4,8,1,9.322033898305085
58,6,7,9,5,0,3.0508474576271185
78,8,5,5,7,1,6.440677966101695
99,9,6,6,10,0,10.0
69,3,2,6,5,1,4.915254237288136
74,7,4,9,7,1,5.762711864406779
97,6,9,7,9,0,9.661016949152541
96,7,6,9,9,0,9.491525423728813
68,8,8,8,6,0,4.745762711864407
89,6,5,5,8,0,8.305084745762711
91,3,9,7,8,1,8.64406779661017
93,2,0,9,7,1,8.983050847457626
53,7,7,5,4,1,2.2033898305084745
74,1,5,8,5,1,5.762711864406779
67,3,0,6,5,1,4.576271186440678
97,4,3,4,8,0,9.661016949152541
69,1,5,5,4,0,4.915254237288136
65,5,9,6,5,1,4.237288135593221
46,3,0,5,2,1,1.0169491525423728
78,2,9,5,6,1,6.440677966101695
70,3,4,5,5,1,5.084745762711864
44,8,2,8,4,0,0.6779661016949152
74,6,6,7,6,1,5.762711864406779
89,7,7,5,8,1,8.305084745762711
86,6,2,8,7,1,7.796610169491525
91,6,9,4,8,1,8.64406779661017
53,3,2,7,3,0,2.2033898305084745
75,8,2,8,7,1,5.932203389830509
66,7,5,4,5,0,4.406779661016949
63,7,5,7,6,0,3.8983050847457625
79,6,2,8,7,1,6.610169491525424
68,5,5,4,5,1,4.745762711864407
92,8,8,8,9,1,8.813559322033898
84,5,7,4,7,1,7.4576271186440675
61,9,6,5,6,1,3.559322033898305
47,9,6,5,4,0,1.1864406779661016
54,1,7,7,2,0,2.3728813559322033
88,6,6,4,8,0,8.135593220338983
44,7,2,5,3,0,0.6779661016949152
91,3,7,7,7,0,8.64406779661017
43,7,7,6,3,1,0.5084745762711864
50,7,0,5,4,1,1.694915254237288
57,2,9,5,3,0,2.8813559322033897
81,7,4,9,8,1,6.9491525423728815
88,1,4,8,6,1,8.135593220338983
69,5,0,6,6,0,4.915254237288136
54,9,5,4,4,0,2.3728813559322033
45,7,5,7,3,0,0.847457627118644
94,7,3,6,9,1,9.152542372881356
92,2,5,4,7,0,8.813559322033898
55,8,5,5,5,0,2.542372881355932
86,3,0,9,7,1,7.796610169491525
79,8,4,7,8,1,6.610169491525424
48,3,1,7,2,0,1.3559322033898304
82,7,6,6,8,1,7.11864406779661
98,2,8,8,8,0,9.830508474576272
73,4,8,4,6,1,5.593220338983051
66,6,8,9,5,0,4.406779661016949
52,9,6,9,5,1,2.0338983050847457
75,5,6,6,6,1,5.932203389830509
66,9,0,8,6,1,4.406779661016949
48,5,5,8,3,0,1.3559322033898304
44,8,4,8,4,0,0.6779661016949152
90,1,7,7,7,0,8.474576271186441
61,7,7,4,6,1,3.559322033898305
70,4,3,4,5,1,5.084745762711864
42,5,0,6,2,1,0.3389830508474576
69,6,5,5,6,0,4.915254237288136
60,5,9,6,5,1,3.389830508474576
74,1,0,4,5,0,5.762711864406779
45,9,4,7,4,0,0.847457627118644
67,2,4,6,4,0,4.576271186440678
71,9,2,5,6,0,5.254237288135593
81,2,4,9,6,0,6.9491525423728815
76,9,5,6,7,1,6.101694915254237
64,6,4,8,5,1,4.067796610169491
71,9,0,5,7,1,5.254237288135593
74,6,6,8,6,1,5.762711864406779
61,6,2,7,5,1,3.559322033898305
63,2,6,4,4,1,3.8983050847457625
78,8,4,6,7,0,6.440677966101695
93,3,2,6,8,1,8.983050847457626
69,7,5,8,6,0,4.915254237288136
89,5,0,8,8,0,8.305084745762711
71,3,5,4,5,0,5.254237288135593
70,1,3,6,4,0,5.084745762711864
62,8,3,4,5,0,3.7288135593220337
79,3,4,8,6,1,6.610169491525424
72,2,8,9,5,1,5.423728813559322
64,1,0,8,3,1,4.067796610169491
75,4,2,5,5,0,5.932203389830509
63,8,3,8,5,1,3.8983050847457625
70,3,1,8,5,1,5.084745762711864
97,1,8,9,7,0,9.661016949152541
78,4,6,4,6,0,6.440677966101695
85,9,0,5,8,1,7.627118644067797
52,1,8,5,2,0,2.0338983050847457
49,2,5,6,2,0,1.5254237288135593
62,9,1,9,5,0,3.7288135593220337
57,2,0,7,3,1,2.8813559322033897
71,3,5,6,5,0,5.254237288135593
72,7,6,6,6,0,5.423728813559322
75,3,9,6,5,0,5.932203389830509
67,9,5,5,6,0,4.576271186440678
55,6,6,4,4,0,2.542372881355932
55,3,5,8,3,1,2.542372881355932
57,9,7,5,6,1,2.8813559322033897
47,1,1,8,2,0,1.1864406779661016
81,3,8,8,7,0,6.9491525423728815
55,1,8,7,3,1,2.542372881355932
94,2,8,6,7,1,9.152542372881356
95,8,6,7,9,0,9.322033898305085
50,7,8,6,4,0,1.694915254237288
45,2,0,5,2,1,0.847457627118644
40,2,2,8,1,0,0.0
51,9,1,7,4,0,1.8644067796610169
96,6,0,9,9,1,9.491525423728813
77,5,4,5,6,1,6.271186440677966
67,6,0,5,6,1,4.576271186440678
84,9,2,9,9,1,7.4576271186440675
97,7,5,6,9,0,9.661016949152541
56,9,5,8,5,0,2.711864406779661
40,4,2,6,1,0,0.0
71,2,3,6,4,0,5.254237288135593
47,8,6,5,4,1,1.1864406779661016
93,4,5,6,7,1,8.983050847457626
79,9,1,4,8,0,6.610169491525424
95,4,8,9,8,0,9.322033898305085
82,8,5,9,8,0,7.11864406779661
85,9,1,8,8,1,7.627118644067797
63,9,6,9,6,1,3.8983050847457625
49,4,9,6,3,1,1.5254237288135593
86,1,9,6,6,0,7.796610169491525
78,3,3,7,6,0,6.440677966101695
78,9,0,8,8,0,6.440677966101695
49,4,9,8,3,1,1.5254237288135593
75,5,8,9,6,0,5.932203389830509
64,7,9,6,6,1,4.067796610169491
99,5,7,4,8,0,10.0
89,4,4,7,7,0,8.305084745762711
98,2,2,4,8,1,9.830508474576272
96,2,3,6,7,1,9.491525423728813
49,4,2,8,3,0,1.5254237288135593
58,9,9,8,6,1,3.0508474576271185
85,8,7,4,8,1,7.627118644067797
84,3,4,5,7,1,7.4576271186440675
54,9,7,6,5,1,2.3728813559322033
55,5,0,8,4,1,2.542372881355932
41,3,8,9,2,0,0.1694915254237288
68,5,9,5,6,0,4.745762711864407
43,4,2,8,2,0,0.5084745762711864
92,8,0,9,9,0,8.813559322033898
89,5,2,8,8,1,8.305084745762711
68,8,1,5,6,0,4.745762711864407
70,9,6,4,6,1,5.084745762711864
56,4,9,6,4,0,2.711864406779661
49,7,3,5,3,0,1.5254237288135593
66,2,6,5,4,1,4.406779661016949
92,6,2,8,8,0,8.813559322033898
80,8,5,9,7,0,6.779661016949152
54,7,6,5,4,0,2.3728813559322033
99,7,6,6,9,0,10.0
83,8,4,4,8,0,7.288135593220339
70,7,5,9,6,0,5.084745762711864
60,5,2,4,4,0,3.389830508474576
99,7,3,4,10,1,10.0
98,3,5,6,8,0,9.830508474576272
97,5,2,8,9,0,9.661016949152541
80,7,6,9,8,0,6.779661016949152
85,9,2,9,9,0,7.627118644067797
84,2,8,6,6,0,7.4576271186440675
99,4,3,9,9,0,10.0
65,7,1,5,6,1,4.237288135593221
77,1,5,7,5,0,6.271186440677966
90,2,8,7,7,0,8.474576271186441
75,9,9,7,8,1,5.932203389830509
91,7,9,4,8,1,8.64406779661017
56,7,1,9,5,0,2.711864406779661
90,6,3,6,8,0,8.474576271186441
42,3,4,9,2,0,0.3389830508474576
53,3,8,6,3,1,2.2033898305084745
88,2,6,9,7,1,8.135593220338983
52,6,4,4,3,0,2.0338983050847457
80,4,5,5,6,0,6.779661016949152
66,5,8,7,5,1,4.406779661016949
40,3,3,7,1,1,0.0
96,6,1,9,9,1,9.491525423728813
56,3,4,4,3,1,2.711864406779661
87,8,6,7,8,0,7.966101694915254
89,9,3,9,9,1,8.305084745762711
73,4,0,8,6,1,5.593220338983051
53,9,7,9,6,0,2.2033898305084745
93,7,4,6,9,1,8.983050847457626
94,3,9,7,7,0,9.152542372881356
98,7,1,7,9,1,9.830508474576272
56,1,2,8,2,0,2.711864406779661
42,3,9,5,2,1,0.3389830508474576
73,6,9,9,6,0,5.593220338983051
79,4,4,5,6,0,6.610169491525424
64,7,3,9,5,1,4.067796610169491
41,3,8,8,2,0,0.1694915254237288
73,1,8,5,5,0,5.593220338983051
65,9,7,4,7,1,4.237288135593221
70,6,1,8,6,0,5.084745762711864
48,8,4,9,4,0,1.3559322033898304
69,3,7,6,5,1,4.915254237288136
59,8,7,6,5,1,3.2203389830508473
60,2,6,6,4,0,3.389830508474576
68,4,3,9,5,0,4.745762711864407
98,3,2,7,8,0,9.830508474576272
64,1,7,8,4,0,4.067796610169491
77,7,7,8,7,0,6.271186440677966
97,2,9,5,8,1,9.661016949152541
83,4,4,8,7,0,7.288135593220339
64,9,2,8,6,1,4.067796610169491
48,6,4,5,3,1,1.3559322033898304
78,8,3,8,7,1,6.440677966101695
83,2,7,8,6,1,7.288135593220339
65,7,1,4,5,0,4.237288135593221
96,6,7,9,9,0,9.491525423728813
76,9,9,5,7,0,6.101694915254237
55,7,5,4,4,1,2.542372881355932
76,1,3,7,5,1,6.101694915254237
51,8,2,5,4,0,1.8644067796610169
63,3,9,9,4,1,3.8983050847457625
65,2,4,8,4,0,4.237288135593221
59,3,5,8,4,1,3.2203389830508473
48,6,0,4,3,1,1.3559322033898304
62,3,0,4,4,1,3.7288135593220337
78,5,9,7,7,1,6.440677966101695
68,6,2,7,6,1,4.745762711864407
70,8,1,9,6,1,5.084745762711864
58,7,0,8,5,1,3.0508474576271185
59,8,7,6,6,0,3.2203389830508473
62,3,0,7,4,0,3.7288135593220337
82,4,9,8,7,1,7.11864406779661
66,6,7,7,6,1,4.406779661016949
69,7,4,5,6,0,4.915254237288136
60,9,3,4,6,1,3.389830508474576
83,1,7,8,6,0,7.288135593220339
74,8,7,7,7,0,5.762711864406779
88,8,7,4,8,0,8.135593220338983
46,6,2,6,3,0,1.0169491525423728
61,4,7,7,5,0,3.559322033898305
49,3,0,8,3,1,1.5254237288135593
62,3,3,5,4,1,3.7288135593220337
54,6,4,4,4,0,2.3728813559322033
69,8,5,4,6,1,4.915254237288136
73,7,4,5,6,0,5.593220338983051
52,1,4,8,2,1,2.0338983050847457
99,6,4,9,9,1,10.0
43,7,8,6,3,1,0.5084745762711864
57,7,9,9,5,1,2.8813559322033897
95,9,9,5,10,1,9.322033898305085
62,5,2,6,5,1,3.7288135593220337
72,1,1,8,4,1,5.423728813559322
73,2,9,7,5,1,5.593220338983051
73,4,1,7,6,0,5.593220338983051
75,5,7,9,6,0,5.932203389830509
74,9,4,8,8,1,5.762711864406779
56,1,4,6,2,1,2.711864406779661
67,3,5,9,5,1,4.576271186440678
53,5,8,5,3,0,2.2033898305084745
73,3,6,9,5,1,5.593220338983051
87,4,4,8,7,1,7.966101694915254
50,3,4,8,3,0,1.694915254237288
96,4,9,7,8,0,9.491525423728813
52,1,8,5,2,0,2.0338983050847457
72,8,8,7,7,1,5.423728813559322
96,4,1,6,8,0,9.491525423728813
94,7,6,6,9,1,9.152542372881356
41,2,9,4,1,0,0.1694915254237288
73,2,0,8,5,1,5.593220338983051
92,6,3,5,8,1,8.813559322033898
68,2,1,5,4,1,4.745762711864407
76,6,9,7,7,0,6.101694915254237
43,2,8,9,2,1,0.5084745762711864
51,4,5,9,3,1,1.8644067796610169
65,7,3,7,6,1,4.237288135593221
97,8,2,9,9,0,9.661016949152541
67,3,3,5,5,1,4.576271186440678
42,9,1,7,4,1,0.3389830508474576
59,2,4,9,3,1,3.2203389830508473
49,8,8,4,4,1,1.5254237288135593
91,8,5,8,9,0,8.64406779661017
57,4,1,4,4,1,2.8813559322033897
92,1,5,9,7,0,8.813559322033898
92,1,8,6,7,0,8.813559322033898
92,2,3,5,7,1,8.813559322033898
66,9,0,4,6,0,4.406779661016949
70,2,1,4,5,0,5.084745762711864
66,2,4,7,4,0,4.406779661016949
81,6,9,7,7,1,6.9491525423728815
40,7,6,7,3,0,0.0
45,7,7,9,3,0,0.847457627118644
50,9,2,6,4,1,1.694915254237288
73,6,8,4,6,1,5.593220338983051
78,8,1,8,7,0,6.440677966101695
59,6,3,7,5,0,3.2203389830508473
92,2,3,6,7,0,8.813559322033898
60,1,5,9,3,1,3.389830508474576
60,5,9,6,4,0,3.389830508474576
57,9,5,7,5,1,2.8813559322033897
60,8,2,5,5,0,3.389830508474576
58,4,8,4,4,0,3.0508474576271185
43,5,4,7,2,1,0.5084745762711864
52,5,1,8,3,0,2.0338983050847457
57,6,5,4,4,1,2.8813559322033897
91,3,2,6,7,0,8.64406779661017
68,5,7,8,5,1,4.745762711864407
64,2,2,4,4,1,4.067796610169491
95,1,4,8,7,0,9.322033898305085
52,1,3,6,2,1,2.0338983050847457
66,7,3,7,6,0,4.406779661016949
99,2,1,8,8,1,10.0
58,4,7,7,4,1,3.0508474576271185
88,5,2,6,7,1,8.135593220338983
40,7,3,6,3,0,0.0
77,2,5,8,5,1,6.271186440677966
58,6,8,8,5,1,3.0508474576271185
91,1,3,6,7,1,8.64406779661017
40,7,2,8,3,0,0.0
79,9,4,8,8,0,6.610169491525424
56,5,8,8,4,1,2.711864406779661
60,5,0,9,5,1,3.389830508474576
61,4,4,8,4,0,3.559322033898305
54,3,3,4,3,1,2.3728813559322033
89,9,4,6,9,1,8.305084745762711
78,5,6,6,7,1,6.440677966101695
87,8,6,5,8,1,7.966101694915254
78,9,6,7,8,1,6.440677966101695
71,5,0,5,5,1,5.254237288135593
88,9,8,8,9,0,8.135593220338983
43,2,6,8,2,1,0.5084745762711864
83,9,3,4,8,1,7.288135593220339
84,4,3,4,7,0,7.4576271186440675
71,6,1,4,6,0,5.254237288135593
43,6,5,4,2,0,0.5084745762711864
92,6,9,4,8,0,8.813559322033898
40,2,2,4,1,1,0.0
72,7,0,4,6,0,5.423728813559322
46,6,4,4,3,1,1.0169491525423728
