,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin
5157,8,48,0,9,4,40,4
5158,3,69,1,6,7,49,5
5159,8,59,1,6,7,52,5
5160,2,60,0,6,6,38,4
5161,4,68,0,9,3,51,5
5162,3,98,0,7,2,76,8
5163,1,64,0,8,7,42,4
5164,7,77,0,8,7,68,7
5165,2,97,1,5,9,77,8
5166,4,83,0,8,4,65,7
5167,9,64,1,8,2,63,6
5168,6,48,1,5,4,35,3
5169,8,78,1,8,3,71,7
5170,2,83,1,8,7,64,6
5171,7,65,0,4,1,53,5
5172,6,96,0,9,7,87,9
5173,9,76,0,5,9,71,7
5174,7,55,1,4,5,43,4
5175,1,76,1,7,3,54,5
5176,8,51,0,5,2,44,4
5177,3,63,1,9,9,45,4
5178,2,65,0,8,4,42,4
5179,3,59,1,8,5,38,4
5180,6,48,1,4,0,36,3
5181,3,62,1,4,0,43,4
5182,5,78,1,7,9,67,7
5183,6,68,1,7,2,58,6
5184,8,70,1,9,1,64,6
5185,7,58,1,8,0,51,5
5186,8,59,0,6,7,57,6
5187,3,62,0,7,0,40,4
5188,4,82,1,8,9,68,7
5189,6,66,1,7,7,58,6
5190,7,69,0,5,4,63,6
5191,9,60,1,4,3,56,6
5192,1,83,0,8,7,60,6
5193,8,74,0,7,7,68,7
5194,8,88,0,4,7,82,8
5195,6,46,0,6,2,33,3
5196,4,61,0,7,7,47,5
5197,3,49,1,8,0,32,3
5198,3,62,1,5,3,39,4
5199,6,54,0,4,4,41,4
5200,8,69,1,4,5,61,6
5201,7,73,0,5,4,63,6
5202,1,52,1,8,4,27,2
5203,6,99,1,9,4,88,9
5204,7,43,1,6,8,35,3
5205,7,57,1,9,9,48,5
5206,9,95,1,5,9,95,10
5207,5,62,1,6,2,48,5
5208,1,72,1,8,1,45,4
5209,2,73,1,7,9,49,5
5210,4,73,0,7,1,57,6
5211,5,75,0,9,7,61,6
5212,9,74,1,8,4,75,8
5213,1,56,1,6,4,26,2
5214,3,67,1,9,5,47,5
5215,5,53,0,5,8,37,3
5216,3,73,1,9,6,55,5
5217,4,87,1,8,4,73,7
5218,3,50,0,8,4,30,3
5219,4,96,0,7,9,80,8
5220,1,52,0,5,8,24,2
5221,8,72,1,7,8,66,7
5222,4,96,0,6,1,77,8
5223,7,94,1,6,6,86,9
5224,2,41,0,4,9,13,1
5225,2,73,1,8,0,52,5
5226,6,92,1,5,3,80,8
5227,2,68,1,5,1,44,4
5228,6,76,0,7,9,68,7
5229,2,43,1,9,8,23,2
5230,4,51,1,9,5,36,3
5231,7,65,1,7,3,58,6
5232,8,97,0,9,2,91,9
5233,3,67,1,5,3,48,5
5234,9,42,1,7,1,40,4
5235,2,59,1,9,4,33,3
5236,8,49,1,4,8,46,4
5237,8,91,0,8,5,87,9
5238,4,57,1,4,1,39,4
5239,1,92,0,9,5,70,7
5240,1,92,0,6,8,67,7
5241,2,92,1,5,3,68,7
5242,9,66,0,4,0,61,6
5243,2,70,0,4,1,51,5
5244,2,66,0,7,4,43,4
5245,6,81,1,7,9,70,7
5246,7,40,0,7,6,34,3
5247,7,45,0,9,7,33,3
5248,9,50,1,6,2,46,4
5249,6,73,1,4,8,60,6
5250,8,78,0,8,1,73,7
5251,6,59,0,7,3,47,5
5252,2,92,0,6,3,67,7
5253,1,60,1,9,5,37,3
5254,5,60,0,6,9,44,4
5255,9,57,1,7,5,55,5
5256,8,60,0,5,2,52,5
5257,4,58,0,4,8,42,4
5258,5,43,1,7,4,28,2
5259,5,52,0,8,1,31,3
5260,6,57,1,4,5,42,4
5261,3,91,0,6,2,71,7
5262,5,68,1,8,7,54,5
5263,2,64,1,4,2,42,4
5264,1,95,0,8,4,68,7
5265,1,52,1,6,3,27,2
5266,7,66,0,7,3,59,6
5267,2,99,1,8,1,77,8
5268,4,58,1,7,7,43,4
5269,5,88,1,6,2,73,7
5270,7,40,0,6,3,31,3
5271,2,77,1,8,5,55,5
5272,6,58,1,8,8,49,5
5273,1,91,1,6,3,65,7
5274,7,40,0,8,2,30,3
5275,9,79,0,8,4,75,8
5276,5,56,1,8,8,43,4
5277,5,60,1,9,0,49,5
5278,4,61,0,8,4,44,4
5279,3,54,1,4,3,35,3
5280,9,89,1,6,4,88,9
5281,5,78,1,6,6,65,7
5282,8,87,1,5,6,82,8
5283,9,78,1,7,6,76,8
5284,5,71,1,5,0,54,5
5285,9,88,0,8,8,90,9
5286,2,43,1,8,6,23,2
5287,9,83,1,4,3,79,8
5288,4,84,0,4,3,65,7
5289,6,71,0,4,1,59,6
5290,6,43,0,4,5,28,2
5291,6,92,0,4,9,79,8
5292,2,40,1,4,2,11,1
5293,7,72,0,4,0,61,6
5294,6,46,1,4,4,36,3
5295,1,48,0,9,5,22,2
5296,2,40,0,4,4,20,2
5297,7,55,0,6,4,45,4
5298,1,57,1,4,9,32,3
5299,1,93,0,7,7,68,7
5300,1,86,0,4,9,55,5
5301,8,45,0,9,0,38,4
5302,4,41,1,8,7,23,2
5303,2,43,0,9,0,22,2
5304,1,84,1,8,8,60,6
5305,9,62,0,4,3,58,6
5306,7,93,1,4,6,84,9
5307,4,82,0,8,2,67,7
5308,6,84,1,7,7,79,8
5309,2,82,0,5,3,61,6
5310,7,90,1,6,1,80,8
5311,2,47,1,8,1,27,2
5312,8,78,0,4,7,72,7
5313,8,64,0,6,7,61,6
5314,1,55,1,4,0,25,2
5315,2,56,0,5,8,33,3
5316,6,57,0,8,8,46,4
5317,1,99,0,6,1,73,7
5318,5,66,1,9,7,54,5
5319,7,54,0,6,7,44,4
5320,1,99,1,9,3,74,8
5321,2,56,1,5,3,31,3
5322,7,82,0,4,4,73,7
5323,6,44,0,9,9,34,3
5324,3,55,1,9,6,36,3
5325,2,54,0,8,0,27,2
5326,4,81,0,7,8,66,7
5327,3,85,1,5,2,66,7
5328,7,73,1,9,3,64,6
5329,2,58,0,8,4,34,3
5330,7,47,0,4,4,38,4
5331,8,86,1,6,0,79,8
5332,6,49,1,5,1,35,3
5333,6,44,0,8,4,33,3
5334,1,91,0,8,1,65,7
5335,4,87,0,8,0,69,7
5336,1,92,1,6,9,66,7
5337,4,65,0,5,2,45,4
5338,2,61,0,9,0,37,3
5339,5,83,1,8,9,71,7
5340,9,62,0,6,7,59,6
5341,3,52,1,4,7,32,3
5342,8,48,0,7,7,40,4
5343,3,88,1,5,6,73,7
5344,6,59,1,6,6,48,5
5345,4,67,1,7,1,52,5
5346,8,83,0,7,8,79,8
5347,6,96,0,6,6,85,9
5348,8,76,0,9,4,72,7
5349,1,63,0,9,3,39,4
5350,6,83,1,6,7,72,7
5351,1,72,0,6,4,51,5
5352,1,59,0,8,5,36,3
5353,8,99,1,4,3,89,9
5354,7,87,1,9,1,82,8
5355,3,69,1,8,6,51,5
5356,6,83,1,7,1,75,8
5357,9,48,0,7,6,44,4
5358,7,84,1,7,6,72,7
5359,3,88,0,6,0,66,7
5360,6,56,0,5,9,41,4
5361,4,75,1,8,9,59,6
5362,3,53,1,5,2,31,3
5363,9,58,1,4,2,54,5
5364,2,46,1,4,5,23,2
5365,2,42,0,7,8,21,2
5366,7,72,1,9,4,69,7
5367,1,83,0,4,5,56,6
5368,6,71,1,5,5,60,6
5369,7,86,0,5,7,79,8
5370,9,50,0,9,9,47,5
5371,8,81,0,6,2,72,7
5372,6,41,1,7,8,31,3
5373,3,65,1,6,6,45,4
5374,8,43,1,8,5,40,4
5375,7,56,0,4,0,46,4
5376,3,56,0,9,3,38,4
5377,9,67,1,9,4,64,6
5378,2,69,1,9,1,46,4
5379,3,79,0,6,0,58,6
5380,2,62,0,6,1,37,3
5381,1,85,1,8,7,62,6
5382,4,63,1,5,9,49,5
5383,5,68,1,5,5,53,5
5384,6,43,0,8,9,30,3
5385,5,77,0,9,1,59,6
5386,1,68,1,5,8,40,4
5387,3,58,1,8,7,37,3
5388,1,66,1,5,3,41,4
5389,5,68,1,8,9,56,6
5390,5,95,1,5,6,81,8
5391,6,75,0,9,2,66,7
5392,8,74,1,6,5,71,7
5393,1,91,0,6,2,64,6
5394,4,45,0,9,9,31,3
5395,1,98,0,5,2,72,7
5396,9,62,0,9,8,57,6
5397,7,78,0,8,5,67,7
5398,7,85,0,6,7,76,8
5399,5,83,0,4,3,68,7
5400,7,87,0,5,3,78,8
5401,2,91,1,4,7,68,7
5402,4,47,1,4,6,25,2
5403,7,94,1,7,4,86,9
5404,3,41,1,4,1,15,1
5405,2,52,1,4,5,28,2
5406,2,79,0,9,0,58,6
5407,1,96,0,7,6,72,7
5408,5,60,0,7,8,45,4
5409,6,70,0,7,4,59,6
5410,6,91,0,8,4,78,8
5411,9,87,1,7,6,84,9
5412,4,75,1,9,4,56,6
5413,1,87,0,8,9,62,6
5414,6,91,1,5,3,78,8
5415,5,77,1,8,0,62,6
5416,6,66,1,5,5,54,5
5417,3,75,1,7,8,57,6
5418,2,87,1,7,3,61,6
5419,6,62,0,5,9,49,5
5420,1,94,1,6,3,71,7
5421,7,60,1,9,4,55,5
5422,7,52,0,8,5,44,4
5423,7,76,0,9,2,68,7
5424,1,86,0,9,8,60,6
5425,4,65,0,4,0,45,4
5426,7,79,0,7,5,72,7
5427,9,46,0,8,5,41,4
5428,5,85,0,9,7,73,7
5429,2,78,0,8,4,57,6
5430,7,61,1,9,8,55,5
5431,1,78,0,7,8,53,5
5432,7,62,0,9,1,53,5
5433,6,97,1,5,4,87,9
5434,7,69,0,7,6,61,6
5435,3,57,0,8,1,38,4
5436,3,81,0,6,6,60,6
5437,7,57,0,9,8,49,5
5438,2,85,1,5,7,64,6
5439,1,49,1,7,9,23,2
5440,9,78,0,4,8,72,7
5441,9,69,1,7,3,71,7
5442,7,65,1,8,7,59,6
5443,7,46,1,8,8,38,4
5444,3,46,1,4,9,24,2
5445,2,44,1,5,1,18,1
5446,7,40,1,8,9,33,3
5447,9,85,0,5,2,81,8
5448,1,57,0,5,0,30,3
5449,4,52,1,7,0,32,3
5450,6,64,1,5,9,50,5
5451,7,79,1,9,5,73,7
5452,7,47,0,8,0,38,4
5453,2,49,0,8,4,28,2
5454,4,71,0,6,5,57,6
5455,5,56,0,5,8,41,4
5456,1,77,0,6,5,52,5
5457,1,54,0,7,3,26,2
5458,3,54,1,6,0,28,2
5459,3,96,0,5,5,74,8
5460,8,87,0,8,6,81,8
5461,9,79,0,7,4,81,8
5462,1,90,1,5,5,61,6
5463,2,59,0,7,9,38,4
5464,2,54,1,4,7,29,3
5465,4,74,1,5,0,57,6
5466,2,45,0,4,7,21,2
5467,7,69,0,6,1,57,6
5468,9,96,0,5,1,94,10
5469,7,47,1,4,7,39,4
5470,6,70,0,9,1,59,6
5471,1,87,1,8,7,64,6
5472,9,86,1,6,4,83,9
5473,5,71,0,5,8,53,5
5474,5,84,0,5,8,70,7
5475,6,97,0,8,7,92,10
5476,9,91,1,8,8,92,10
5477,8,54,0,4,6,47,5
5478,8,57,1,4,7,51,5
5479,8,52,0,4,5,45,4
5480,1,63,1,7,8,34,3
5481,1,79,0,6,1,50,5
5482,8,53,0,5,2,45,4
5483,5,67,1,6,1,54,5
5484,9,50,1,8,5,52,5
5485,2,45,0,9,2,20,2
5486,9,95,1,6,0,93,10
5487,8,64,1,6,3,53,5
5488,9,40,1,4,4,35,3
5489,4,64,1,8,3,48,5
5490,1,41,0,6,5,18,1
5491,1,71,1,5,2,43,4
5492,5,52,0,4,9,36,3
5493,2,72,0,6,5,51,5
5494,8,71,0,8,9,65,7
5495,5,95,1,9,0,81,8
5496,5,63,0,5,5,45,4
5497,2,66,0,9,7,46,4
5498,7,43,0,8,9,32,3
5499,8,63,0,8,7,60,6
5500,1,62,0,8,0,33,3
5501,2,68,1,9,6,45,4
5502,4,73,0,7,9,54,5
5503,5,60,1,5,9,46,4
5504,2,69,0,8,3,49,5
5505,1,65,0,7,5,38,4
5506,9,59,1,4,5,53,5
5507,1,55,1,7,4,30,3
5508,4,42,0,4,9,24,2
5509,2,88,0,9,8,69,7
5510,4,76,0,7,9,57,6
5511,8,97,0,9,7,94,10
5512,8,79,0,8,5,77,8
5513,9,83,1,7,3,79,8
5514,5,64,0,7,3,50,5
5515,7,62,0,8,8,52,5
5516,3,83,1,4,3,64,6
5517,4,98,1,8,6,86,9
5518,9,40,0,5,5,33,3
5519,1,72,1,7,1,47,5
5520,2,54,1,5,4,31,3
5521,5,56,1,8,2,42,4
5522,3,73,0,9,8,54,5
5523,2,56,0,8,9,33,3
5524,1,91,0,6,0,61,6
5525,3,97,1,5,9,78,8
5526,1,80,0,6,3,55,5
5527,1,83,0,5,3,59,6
5528,1,43,1,9,8,20,2
5529,8,52,0,6,0,43,4
5530,3,43,1,6,1,19,1
5531,1,46,1,5,0,17,1
5532,7,85,1,8,0,73,7
5533,3,98,1,4,0,72,7
5534,8,48,0,8,2,39,4
5535,4,62,0,4,3,44,4
5536,4,72,0,5,9,52,5
5537,5,72,1,7,1,58,6
5538,6,59,0,8,0,45,4
5539,7,43,0,6,4,36,3
5540,4,40,1,8,5,22,2
5541,8,93,1,5,1,86,9
5542,6,81,0,7,2,68,7
5543,1,73,1,7,9,47,5
5544,9,60,1,8,1,58,6
5545,6,63,1,9,3,53,5
5546,8,54,0,8,4,46,4
5547,7,74,1,5,7,66,7
5548,6,64,1,4,5,49,5
5549,4,94,1,9,8,77,8
5550,7,48,0,4,2,36,3
5551,9,56,0,6,9,55,5
5552,7,60,0,5,8,49,5
5553,1,99,1,9,3,76,8
5554,9,52,1,7,7,45,4
5555,4,42,1,9,9,28,2
5556,3,43,1,6,6,25,2
5557,4,43,0,7,6,27,2
5558,4,82,0,9,8,67,7
5559,2,67,1,7,9,44,4
5560,1,46,0,8,1,18,1
5561,1,65,0,7,4,37,3
5562,8,50,0,9,2,43,4
5563,2,63,1,7,6,43,4
5564,5,82,0,5,2,66,7
5565,4,49,0,8,4,34,3
5566,8,76,0,8,4,77,8
5567,2,52,0,6,1,31,3
5568,9,83,0,8,0,80,8
5569,7,81,1,4,5,71,7
5570,7,78,0,5,0,69,7
5571,1,58,0,6,8,34,3
5572,2,90,1,4,9,69,7
5573,4,58,0,7,4,44,4
5574,4,51,1,4,0,30,3
5575,3,91,1,6,7,73,7
5576,7,61,1,8,0,52,5
5577,8,86,1,5,3,81,8
5578,2,76,0,6,6,52,5
5579,4,95,0,4,3,77,8
5580,3,69,1,4,4,44,4
5581,2,85,0,6,6,62,6
5582,6,51,1,9,3,44,4
5583,4,68,0,9,4,51,5
5584,6,60,0,6,6,48,5
5585,2,50,1,9,0,30,3
5586,4,99,0,6,2,82,8
5587,6,76,1,8,0,61,6
5588,5,87,0,6,2,72,7
5589,3,97,0,7,1,78,8
5590,8,57,0,5,4,53,5
5591,7,83,1,5,9,78,8
5592,3,98,1,7,4,79,8
5593,6,66,1,4,9,56,6
5594,4,76,0,4,8,58,6
5595,5,87,1,4,7,72,7
5596,5,51,1,4,2,37,3
5597,7,62,1,8,0,56,6
5598,5,73,0,7,4,59,6
5599,3,77,0,5,2,54,5
5600,5,62,0,7,4,47,5
5601,7,92,0,5,8,84,9
5602,5,64,1,4,0,50,5
5603,5,43,0,8,0,27,2
5604,9,69,1,6,8,67,7
5605,3,69,0,6,2,48,5
5606,6,52,1,9,9,42,4
5607,1,81,1,4,4,55,5
5608,5,88,0,4,8,73,7
5609,8,53,1,7,4,46,4
5610,5,95,1,8,2,81,8
5611,9,86,1,8,8,82,8
5612,6,47,1,7,6,35,3
5613,8,94,0,8,6,92,10
5614,8,63,0,8,7,59,6
5615,3,57,1,6,4,35,3
5616,7,74,0,8,1,65,7
5617,7,64,1,4,8,53,5
5618,6,56,1,6,2,45,4
5619,7,71,0,4,1,61,6
5620,2,95,1,4,9,74,8
5621,9,63,0,7,9,60,6
5622,1,46,1,9,4,23,2
5623,1,52,0,8,7,25,2
5624,3,66,0,8,2,45,4
5625,3,87,1,8,5,68,7
5626,1,44,0,8,8,21,2
5627,7,75,1,6,1,65,7
5628,4,65,0,5,7,45,4
5629,2,81,1,4,9,58,6
5630,5,84,0,9,6,76,8
5631,6,70,0,9,2,57,6
5632,9,49,0,5,0,46,4
5633,4,85,1,5,5,68,7
5634,2,65,0,5,1,40,4
5635,5,61,1,6,2,45,4
5636,3,51,0,5,4,31,3
5637,2,71,0,6,7,50,5
5638,1,66,1,7,1,43,4
5639,2,72,0,7,5,50,5
5640,6,92,1,9,0,80,8
5641,8,91,1,7,6,90,9
5642,3,59,1,6,3,38,4
5643,9,78,1,6,0,73,7
5644,9,80,1,4,8,78,8
5645,2,79,0,5,8,54,5
5646,8,98,1,8,2,92,10
5647,5,52,0,8,5,39,4
5648,4,53,1,5,6,41,4
5649,5,83,1,8,3,71,7
5650,4,79,0,8,5,65,7
5651,8,92,0,8,8,87,9
5652,4,61,1,9,9,47,5
5653,6,57,1,6,5,42,4
5654,2,87,0,6,6,62,6
5655,5,68,0,6,5,54,5
5656,6,82,1,5,6,71,7
5657,5,55,1,7,0,42,4
5658,2,85,1,9,5,64,6
5659,7,74,0,9,8,70,7
5660,4,92,1,8,2,77,8
5661,8,73,0,4,5,62,6
5662,7,42,0,6,3,28,2
5663,7,43,1,9,6,36,3
5664,9,93,1,9,6,92,10
5665,1,44,0,4,8,18,1
5666,6,49,1,8,3,37,3
5667,6,91,1,9,7,81,8
5668,6,68,0,9,7,57,6
5669,6,71,1,7,7,61,6
5670,7,70,0,4,7,62,6
5671,6,41,0,8,5,27,2
5672,1,51,1,8,7,26,2
5673,3,66,0,6,5,48,5
5674,2,44,0,7,9,18,1
5675,6,76,1,8,1,66,7
5676,8,66,0,7,2,59,6
5677,3,62,1,6,5,41,4
5678,8,72,0,4,6,64,6
5679,8,43,0,9,3,40,4
5680,5,98,0,9,0,84,9
5681,8,60,0,5,3,51,5
5682,6,63,0,5,5,49,5
5683,5,83,0,5,7,67,7
5684,9,70,0,9,3,70,7
5685,7,83,1,7,9,75,8
5686,8,87,0,5,0,80,8
5687,1,63,1,4,4,35,3
5688,2,88,0,8,6,65,7
5689,8,92,0,7,5,86,9
5690,9,49,1,9,2,45,4
5691,4,88,1,4,6,69,7
5692,9,88,1,9,3,86,9
5693,4,89,0,7,4,75,8
5694,9,41,1,7,6,39,4
5695,7,70,0,7,1,59,6
5696,2,64,0,6,3,42,4
5697,9,43,1,8,3,42,4
5698,4,90,0,5,5,70,7
5699,8,50,1,6,6,48,5
5700,7,56,1,8,3,49,5
5701,7,83,1,9,9,78,8
5702,8,41,1,5,0,34,3
5703,1,45,0,6,0,18,1
5704,2,44,1,4,0,20,2
5705,2,59,1,6,2,35,3
5706,1,68,0,7,8,46,4
5707,5,60,0,9,2,42,4
5708,2,48,1,6,2,23,2
5709,4,67,0,7,8,51,5
5710,3,94,0,8,4,75,8
5711,3,47,0,8,7,27,2
5712,2,70,0,7,9,48,5
5713,6,59,1,4,8,45,4
5714,2,66,0,4,5,40,4
5715,8,47,1,8,6,42,4
5716,8,93,1,9,6,90,9
5717,5,60,1,6,6,45,4
5718,7,67,0,8,3,55,5
5719,4,62,0,8,1,45,4
5720,1,45,1,7,1,20,2
5721,2,42,0,4,6,15,1
5722,4,44,1,9,9,28,2
5723,1,48,1,7,6,25,2
5724,8,46,0,8,9,39,4
5725,9,99,0,5,6,96,10
5726,3,78,1,8,2,63,6
5727,2,44,1,7,4,19,1
5728,5,50,0,5,5,31,3
5729,3,54,1,5,7,35,3
5730,7,73,1,8,7,65,7
5731,6,52,1,9,9,41,4
5732,1,93,0,4,2,65,7
5733,8,87,0,5,3,83,9
5734,2,46,0,6,5,22,2
5735,5,79,1,7,3,68,7
5736,9,45,0,7,9,40,4
5737,8,95,1,7,3,92,10
5738,2,78,1,8,4,54,5
5739,9,89,1,7,9,90,9
5740,5,69,0,7,6,57,6
5741,6,61,1,6,1,47,5
5742,3,64,0,4,1,43,4
5743,3,67,1,9,9,50,5
5744,8,93,0,8,8,91,9
5745,2,59,0,8,3,34,3
5746,2,78,0,7,4,54,5
5747,5,42,0,6,2,26,2
5748,6,44,0,5,1,34,3
5749,2,40,0,7,9,18,1
5750,5,54,0,7,7,38,4
5751,7,65,0,8,3,57,6
5752,8,42,1,8,0,34,3
5753,7,79,1,7,5,68,7
5754,8,96,1,8,5,92,10
5755,9,80,1,6,1,77,8
5756,5,86,1,5,1,71,7
5757,5,81,0,5,7,67,7
5758,4,73,0,5,6,59,6
5759,9,91,0,7,1,91,9
5760,5,44,0,9,9,29,3
5761,2,70,0,7,0,48,5
5762,8,90,1,7,7,90,9
5763,7,52,1,6,9,48,5
5764,8,82,0,5,1,77,8
5765,3,40,1,8,4,20,2
5766,4,61,1,8,5,42,4
5767,5,54,0,4,9,37,3
5768,6,65,0,4,0,52,5
5769,1,57,1,9,1,33,3
5770,4,87,1,8,9,72,7
5771,5,48,0,5,3,34,3
5772,7,40,1,7,1,33,3
5773,5,82,0,8,5,71,7
5774,1,48,1,9,3,25,2
5775,7,62,1,9,2,55,5
5776,8,82,0,8,5,76,8
5777,7,84,1,4,8,76,8
5778,4,97,0,5,7,81,8
5779,8,41,1,8,1,35,3
5780,5,53,1,7,2,35,3
5781,9,77,0,7,1,74,8
5782,5,79,1,6,9,66,7
5783,1,57,0,7,6,31,3
5784,9,55,0,8,8,54,5
5785,6,68,0,7,2,58,6
5786,4,83,0,4,5,66,7
5787,6,50,0,5,3,36,3
5788,8,45,1,9,9,44,4
5789,3,42,0,8,9,26,2
5790,5,53,0,7,0,37,3
5791,2,99,1,9,8,82,8
5792,2,41,0,7,6,18,1
5793,7,71,0,8,6,66,7
5794,6,70,0,6,0,60,6
5795,4,50,1,5,8,32,3
5796,5,61,1,8,7,51,5
5797,1,42,1,9,9,18,1
5798,7,89,1,7,4,82,8
5799,8,70,1,6,3,66,7
5800,9,72,1,8,0,69,7
5801,8,63,0,5,8,59,6
5802,5,40,1,6,7,26,2
5803,3,83,1,9,1,63,6
5804,9,54,1,7,3,52,5
5805,6,76,1,4,3,66,7
5806,5,66,0,5,6,51,5
5807,3,77,0,6,2,54,5
5808,6,87,1,8,7,77,8
5809,3,66,0,8,6,45,4
5810,6,83,1,6,9,77,8
5811,4,51,0,8,3,32,3
5812,2,42,1,6,8,15,1
5813,8,69,1,5,5,62,6
5814,4,71,1,8,2,55,5
5815,9,62,1,5,6,59,6
5816,7,41,0,7,5,32,3
5817,2,46,1,7,7,21,2
5818,4,73,0,7,4,56,6
5819,5,71,0,7,5,55,5
5820,3,92,0,8,0,74,8
5821,9,78,1,6,7,74,8
5822,5,71,0,8,0,56,6
5823,2,82,0,9,2,58,6
5824,3,82,0,8,1,64,6
5825,9,53,1,5,5,49,5
5826,7,42,0,6,7,31,3
5827,2,85,1,4,7,64,6
5828,9,71,0,4,6,63,6
5829,4,82,0,6,6,66,7
5830,9,75,1,4,7,73,7
5831,2,56,1,6,4,38,4
5832,4,87,0,5,2,70,7
5833,5,42,1,5,1,27,2
5834,2,96,0,8,2,72,7
5835,1,49,0,4,2,21,2
5836,7,92,1,6,6,85,9
5837,1,86,1,5,0,62,6
5838,8,79,1,8,6,73,7
5839,3,57,0,4,5,32,3
5840,6,42,0,4,9,30,3
5841,7,78,0,4,1,64,6
5842,1,49,1,5,9,25,2
5843,6,91,1,5,0,82,8
5844,7,48,1,4,8,41,4
5845,6,85,0,5,1,71,7
5846,4,94,1,4,3,79,8
5847,1,85,1,7,8,59,6
5848,9,50,0,5,8,45,4
5849,4,99,1,6,0,84,9
5850,7,72,1,5,1,62,6
5851,7,75,0,4,1,65,7
5852,2,65,0,6,1,43,4
5853,1,66,0,8,7,39,4
5854,8,77,0,6,7,70,7
5855,8,61,0,6,9,54,5
5856,7,65,0,5,7,55,5
5857,8,61,1,9,3,55,5
5858,3,44,1,6,7,25,2
5859,2,74,0,6,6,52,5
5860,7,41,0,4,7,31,3
5861,8,74,1,5,0,68,7
5862,1,48,0,4,2,19,1
5863,9,90,0,5,9,87,9
5864,4,90,1,8,5,71,7
5865,4,88,1,9,0,74,8
5866,3,57,0,6,3,35,3
5867,6,82,0,5,8,69,7
5868,1,51,1,6,6,24,2
5869,6,42,0,6,0,29,3
5870,2,57,1,7,5,34,3
5871,9,95,1,4,5,93,10
5872,2,77,0,9,1,52,5
5873,7,46,1,5,5,37,3
5874,1,72,1,8,9,49,5
5875,7,45,1,9,1,38,4
5876,5,57,0,7,7,44,4
5877,8,84,0,4,6,75,8
5878,4,61,0,8,5,44,4
5879,7,90,1,8,9,84,9
5880,6,78,1,6,5,65,7
5881,5,90,0,4,8,75,8
5882,4,48,1,7,8,29,3
5883,7,74,1,5,9,67,7
5884,5,62,0,5,9,50,5
5885,5,51,1,7,1,38,4
5886,1,91,1,6,2,66,7
5887,2,63,1,6,9,42,4
5888,5,89,1,8,6,76,8
5889,3,79,1,4,9,64,6
5890,2,48,1,8,8,26,2
5891,4,52,0,5,5,31,3
5892,4,79,0,7,0,63,6
5893,4,93,1,4,6,77,8
5894,4,81,0,7,0,61,6
5895,3,56,0,4,4,33,3
5896,7,46,0,9,8,39,4
5897,9,56,1,5,9,52,5
5898,5,94,0,5,9,82,8
5899,4,89,1,9,8,73,7
5900,2,63,0,4,0,37,3
5901,2,41,0,6,5,16,1
5902,5,74,1,4,2,59,6
5903,7,67,0,5,8,59,6
5904,9,58,1,7,2,56,6
5905,7,72,0,8,1,59,6
5906,5,60,0,7,7,46,4
5907,6,92,0,5,2,80,8
5908,3,49,0,7,4,30,3
5909,5,92,1,6,5,78,8
5910,8,85,1,6,9,81,8
5911,1,84,0,4,9,57,6
5912,1,48,1,7,0,24,2
5913,7,77,0,7,6,66,7
5914,5,45,1,5,6,31,3
5915,5,90,1,4,4,73,7
5916,1,92,1,4,8,66,7
5917,9,81,0,7,1,78,8
5918,1,94,1,8,4,66,7
5919,5,74,1,7,1,57,6
5920,9,57,0,7,1,50,5
5921,4,92,0,7,8,77,8
5922,8,58,0,6,6,54,5
5923,6,44,1,9,3,30,3
5924,3,64,1,4,7,43,4
5925,4,50,1,9,3,34,3
5926,2,49,1,6,0,26,2
5927,1,56,1,8,9,36,3
5928,8,75,1,5,2,69,7
5929,1,65,0,8,9,39,4
5930,1,70,1,4,0,44,4
5931,4,71,1,5,1,56,6
5932,6,60,1,9,1,47,5
5933,9,57,0,8,6,56,6
5934,1,99,1,4,3,73,7
5935,7,57,0,8,9,48,5
5936,5,40,1,5,8,24,2
5937,7,47,0,8,8,41,4
5938,4,41,0,6,5,24,2
5939,4,90,1,8,9,72,7
5940,6,54,0,9,7,45,4
5941,6,99,1,8,6,92,10
5942,9,73,0,8,7,68,7
5943,5,75,1,6,8,62,6
5944,8,40,0,7,7,36,3
5945,5,90,0,5,5,77,8
5946,2,60,1,9,7,40,4
5947,6,81,0,4,7,69,7
5948,9,40,1,5,1,38,4
5949,3,71,0,5,1,50,5
5950,1,59,0,7,0,33,3
5951,1,93,1,5,9,69,7
5952,3,86,1,5,1,63,6
5953,5,75,1,6,6,59,6
5954,3,78,0,6,2,54,5
5955,9,69,1,6,3,65,7
5956,8,46,1,6,3,41,4
5957,3,61,0,6,3,41,4
5958,9,96,1,9,1,94,10
5959,6,89,1,4,5,80,8
5960,7,84,0,7,0,74,8
5961,4,49,0,8,4,33,3
5962,4,95,0,9,1,78,8
5963,2,47,0,6,8,21,2
5964,5,66,0,7,1,49,5
5965,8,49,1,8,5,43,4
5966,7,53,0,5,3,40,4
5967,7,85,0,9,5,77,8
5968,6,98,0,5,1,84,9
5969,3,91,1,7,1,74,8
5970,5,93,1,4,6,78,8
5971,1,50,1,4,2,21,2
5972,7,45,1,7,2,34,3
5973,9,60,0,4,6,54,5
5974,1,72,0,4,7,47,5
5975,2,58,0,5,6,36,3
5976,3,78,1,4,2,53,5
