Unnamed: 0,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin,Language Spoken
4916,4,91,1,8,9,73,7,Urdu
4917,9,53,0,9,7,52,5,Kashmiri
4918,7,87,1,7,9,81,8,Kashmiri
4919,6,94,1,9,2,84,9,Chhattisgarhi
4920,5,48,1,8,6,35,3,Santhali
4921,9,54,0,6,2,53,5,Meitei
4922,2,76,0,4,5,55,5,Telugu
4923,2,89,0,8,3,66,7,Assamese
4924,9,92,1,9,5,87,9,Sindhi
4925,3,59,0,8,6,43,4,Meitei
4926,8,47,0,8,7,39,4,Nepali
4927,9,71,0,7,5,68,7,Punjabi
4928,8,86,0,9,3,81,8,Garo
4929,4,60,1,7,8,45,4,Garo
4930,1,96,0,9,6,75,8,English
4931,4,80,0,7,8,64,6,Tulu
4932,9,58,1,7,2,54,5,Bhili
4933,2,68,0,6,4,45,4,Manipuri
4934,3,97,1,8,0,75,8,Marathi
4935,8,70,1,6,7,64,6,Konkani
4936,6,93,1,7,0,81,8,Assamese
4937,8,45,0,6,0,39,4,Marathi
4938,7,43,1,8,6,38,4,Meitei
4939,5,82,1,8,7,72,7,Tulu
4940,9,68,1,7,2,67,7,Santali
4941,4,81,0,8,1,66,7,Meitei
4942,2,40,1,5,9,17,1,Garo
4943,2,83,1,8,4,59,6,Bodo
4944,2,94,0,6,0,70,7,Mizo
4945,7,54,1,6,1,41,4,Bodo
4946,2,86,1,6,2,62,6,Mizo
4947,2,60,0,8,5,38,4,Kannada
4948,9,85,0,5,0,81,8,Odia
4949,7,97,0,7,7,88,9,Maithili
4950,3,70,1,7,1,46,4,Tamil
4951,3,46,1,8,4,25,2,Meitei
4952,7,56,1,8,7,48,5,Sindhi
4953,5,95,1,4,4,81,8,Malayalam
4954,6,58,0,9,7,49,5,Marathi
4955,8,78,1,5,5,72,7,Odia
4956,9,99,0,6,6,96,10,Bodo
4957,3,69,1,6,2,48,5,Telugu
4958,7,74,1,9,4,69,7,Sanskrit
4959,6,97,0,7,9,85,9,Kannada
4960,7,96,0,9,6,85,9,Chhattisgarhi
4961,8,68,0,8,8,64,6,Khasi
4962,6,89,0,5,5,79,8,Punjabi
4963,3,91,1,7,9,74,8,Bengali
4964,2,93,1,9,0,69,7,Konkani
4965,7,53,1,5,7,44,4,Manipuri
4966,1,74,1,8,5,50,5,Bengali
4967,3,67,1,6,0,48,5,Bodo
4968,4,97,0,4,3,77,8,Gujarati
4969,1,69,0,5,5,46,4,Bodo
4970,5,65,1,6,9,51,5,Garo
4971,3,46,1,5,0,23,2,Bodo
4972,2,78,1,5,9,56,6,Khasi
4973,3,70,1,5,4,47,5,Bhili
4974,8,44,0,8,2,42,4,Odia
4975,6,74,1,7,6,64,6,Bengali
4976,7,89,1,5,7,80,8,English
4977,6,86,1,8,2,73,7,Kannada
4978,6,91,1,4,9,80,8,Telugu
4979,3,53,0,7,2,34,3,Punjabi
4980,8,75,1,8,2,69,7,Sindhi
4981,7,66,0,4,5,54,5,Sindhi
4982,7,63,0,7,5,56,6,Maithili
4983,6,79,1,8,2,66,7,Santali
4984,5,68,1,4,5,53,5,Meitei
4985,8,92,1,8,8,89,9,Meitei
4986,5,84,1,4,7,70,7,Malayalam
4987,9,61,1,5,6,59,6,Kashmiri
4988,9,47,0,5,6,41,4,Kashmiri
4989,1,54,0,7,7,28,2,Assamese
4990,6,88,0,4,6,75,8,Urdu
4991,7,44,0,5,2,34,3,Dogri
4992,3,91,0,7,7,68,7,Kashmiri
4993,7,43,1,6,7,32,3,Bhili
4994,7,50,1,5,0,44,4,Assamese
4995,2,57,0,5,9,35,3,Manipuri
4996,7,81,1,9,4,74,8,Malayalam
4997,1,88,1,8,4,64,6,Odia
4998,5,69,0,6,0,57,6,Urdu
4999,9,54,0,4,5,46,4,English
5000,7,45,0,7,5,36,3,Tulu
5001,7,94,1,6,3,85,9,Mizo
5002,2,92,0,4,5,71,7,Meitei
5003,8,55,0,5,5,49,5,Tulu
5004,3,86,1,9,0,71,7,Urdu
5005,8,79,1,7,4,76,8,Chhattisgarhi
5006,3,48,0,7,1,26,2,Hindi
5007,7,82,1,6,6,74,8,Malayalam
5008,2,98,0,8,8,78,8,Bodo
5009,4,73,1,4,8,59,6,Odia
5010,6,66,0,9,8,55,5,Santhali
5011,9,52,1,9,6,51,5,Manipuri
5012,5,75,1,6,6,57,6,Assamese
5013,9,66,1,8,0,63,6,Nepali
5014,5,48,0,8,5,37,3,Sindhi
5015,8,44,0,8,4,41,4,Bodo
5016,1,90,0,7,7,67,7,Manipuri
5017,7,61,1,4,7,56,6,Bodo
5018,4,70,1,4,3,51,5,Odia
5019,5,42,1,6,0,26,2,Garo
5020,6,69,0,5,5,56,6,Tulu
5021,5,60,1,6,9,48,5,Sanskrit
5022,1,74,0,4,0,52,5,Kannada
5023,9,45,0,7,4,42,4,Garo
5024,2,67,0,6,4,41,4,Mizo
5025,9,71,0,5,2,64,6,Chhattisgarhi
5026,2,81,0,9,4,57,6,Hindi
5027,9,76,1,6,5,72,7,Bhili
5028,6,64,1,8,4,52,5,Bodo
5029,9,71,1,5,0,67,7,Punjabi
5030,6,74,1,8,6,61,6,Punjabi
5031,6,61,1,7,2,51,5,Khasi
5032,2,63,1,4,6,42,4,Tulu
5033,8,78,0,6,4,71,7,Meitei
5034,3,93,1,6,2,74,8,Urdu
5035,7,69,0,8,5,62,6,Garo
5036,5,89,0,8,0,76,8,Meitei
5037,3,71,0,4,5,50,5,Konkani
5038,1,70,0,6,3,42,4,Sindhi
5039,8,62,0,4,3,55,5,Maithili
5040,3,79,1,8,4,60,6,Chhattisgarhi
5041,2,72,1,9,8,52,5,Bodo
5042,1,64,1,8,0,36,3,Santali
5043,4,75,0,5,2,53,5,Maithili
5044,8,63,1,8,3,54,5,Sindhi
5045,3,70,1,8,1,47,5,Gujarati
5046,1,97,0,9,8,70,7,Bhili
5047,4,78,0,4,6,62,6,Bodo
5048,9,85,1,5,0,82,8,Kashmiri
5049,1,52,0,5,8,26,2,Sindhi
5050,2,49,0,6,5,25,2,Sindhi
5051,9,62,0,9,1,55,5,Gujarati
5052,2,57,1,7,0,34,3,Odia
5053,3,71,0,6,5,51,5,Chhattisgarhi
5054,7,72,0,6,6,63,6,Telugu
5055,3,75,0,6,9,54,5,Marathi
5056,9,67,0,5,5,62,6,Konkani
5057,6,55,0,4,6,43,4,Konkani
5058,3,55,1,8,5,34,3,Khasi
5059,9,57,1,5,7,56,6,Bodo
5060,1,47,0,8,1,24,2,Manipuri
5061,3,81,0,8,8,65,7,Bhili
5062,1,55,1,7,8,31,3,Urdu
5063,2,94,1,6,8,72,7,Dogri
5064,8,95,0,7,6,90,9,Santali
5065,7,50,0,6,8,43,4,Meitei
5066,2,45,1,5,0,23,2,Mizo
5067,2,40,0,8,2,18,1,Odia
5068,9,51,0,7,1,44,4,Konkani
5069,6,96,1,9,0,84,9,Bodo
5070,5,77,1,5,4,62,6,Assamese
5071,6,67,1,5,0,56,6,Odia
5072,9,84,1,9,2,87,9,Bengali
5073,7,97,0,6,5,89,9,Konkani
5074,9,56,0,8,5,55,5,Santali
5075,4,40,0,6,2,18,1,Sanskrit
5076,2,71,0,6,3,46,4,Santali
5077,8,47,1,5,6,42,4,English
5078,4,93,1,6,5,72,7,Marathi
5079,9,79,0,4,1,75,8,Marathi
5080,4,95,0,9,8,79,8,Assamese
5081,8,82,0,9,5,78,8,Meitei
5082,9,85,1,8,1,81,8,Nepali
5083,9,63,1,9,6,63,6,Bodo
5084,4,49,1,6,9,35,3,Telugu
5085,1,86,0,6,9,63,6,Garo
5086,3,78,0,7,3,59,6,Mizo
5087,9,78,0,8,0,76,8,Konkani
5088,4,49,1,8,9,33,3,Bodo
5089,5,75,0,9,8,62,6,Punjabi
5090,7,64,1,6,9,58,6,Punjabi
5091,5,99,0,4,7,82,8,Malayalam
5092,4,89,0,7,4,73,7,Gujarati
5093,2,98,1,4,2,75,8,Santali
5094,2,96,1,6,3,71,7,Odia
5095,4,49,0,8,2,30,3,Assamese
5096,9,58,1,8,9,58,6,Odia
5097,8,85,1,4,7,80,8,Bodo
5098,3,84,1,5,4,65,7,Bodo
5099,9,54,1,6,7,51,5,Telugu
5100,5,55,1,8,0,44,4,Sanskrit
5101,3,41,0,9,8,23,2,Odia
5102,5,68,0,5,9,56,6,Hindi
5103,4,43,0,8,2,25,2,Mizo
5104,8,92,0,9,0,89,9,Marathi
5105,5,89,1,8,2,75,8,Kashmiri
5106,8,68,0,5,1,60,6,Manipuri
5107,9,70,1,4,6,64,6,Santhali
5108,4,56,0,6,9,40,4,Hindi
5109,7,49,0,5,3,37,3,Mizo
5110,2,66,1,5,6,42,4,Urdu
5111,6,92,0,8,2,78,8,Hindi
5112,8,80,0,9,5,72,7,Sindhi
5113,7,54,0,5,6,44,4,Punjabi
5114,7,99,0,6,6,89,9,Telugu
5115,8,83,0,4,4,77,8,Assamese
5116,7,70,0,9,5,62,6,Malayalam
5117,5,60,0,4,2,46,4,Manipuri
5118,7,99,1,4,3,94,10,Meitei
5119,3,98,0,6,5,80,8,Kannada
5120,5,97,0,8,2,83,9,Khasi
5121,7,80,0,9,6,74,8,Kannada
5122,9,85,0,9,2,85,9,Assamese
5123,2,84,0,6,8,61,6,Sindhi
5124,4,99,0,9,3,85,9,Malayalam
5125,7,65,1,5,1,58,6,Telugu
5126,1,77,0,7,5,52,5,Nepali
5127,2,90,0,7,8,69,7,Sindhi
5128,9,75,1,7,9,78,8,Chhattisgarhi
5129,7,91,1,4,9,82,8,Assamese
5130,7,56,0,9,1,47,5,Urdu
5131,6,90,0,6,3,79,8,Sanskrit
5132,3,42,0,9,4,21,2,Dogri
5133,3,53,1,6,8,33,3,Garo
5134,2,88,1,9,6,65,7,Chhattisgarhi
5135,6,52,0,4,4,35,3,Urdu
5136,4,80,0,5,5,63,6,Hindi
5137,5,66,1,7,8,50,5,Bhili
5138,3,40,1,7,3,18,1,Santali
5139,6,96,1,9,1,88,9,Khasi
5140,3,56,1,4,4,35,3,Bhili
5141,8,87,0,7,6,82,8,Urdu
5142,9,89,1,9,3,87,9,Tulu
5143,4,73,1,8,0,59,6,Sindhi
5144,9,53,0,9,7,56,6,Konkani
5145,7,93,1,6,4,86,9,Kannada
5146,3,94,0,7,9,70,7,Bodo
5147,7,98,1,7,1,90,9,Assamese
5148,1,56,0,8,2,28,2,Sindhi
5149,3,42,1,5,9,21,2,Hindi
5150,6,73,0,9,9,64,6,Nepali
5151,4,79,0,5,4,61,6,English
5152,7,64,1,9,3,54,5,Gujarati
5153,3,41,0,8,8,20,2,Santhali
5154,1,73,0,5,8,49,5,Bengali
5155,9,65,1,4,7,65,7,Maithili
5156,6,70,0,8,1,61,6,Gujarati
5157,8,48,0,9,4,40,4,Assamese
5158,3,69,1,6,7,49,5,Dogri
5159,8,59,1,6,7,52,5,Mizo
5160,2,60,0,6,6,38,4,Urdu
5161,4,68,0,9,3,51,5,Dogri
5162,3,98,0,7,2,76,8,Urdu
5163,1,64,0,8,7,42,4,Tamil
5164,7,77,0,8,7,68,7,Garo
5165,2,97,1,5,9,77,8,Urdu
5166,4,83,0,8,4,65,7,Maithili
5167,9,64,1,8,2,63,6,Bengali
5168,6,48,1,5,4,35,3,Malayalam
5169,8,78,1,8,3,71,7,Gujarati
5170,2,83,1,8,7,64,6,Sanskrit
5171,7,65,0,4,1,53,5,Sindhi
5172,6,96,0,9,7,87,9,Manipuri
5173,9,76,0,5,9,71,7,English
5174,7,55,1,4,5,43,4,Kannada
5175,1,76,1,7,3,54,5,Kannada
5176,8,51,0,5,2,44,4,Bengali
5177,3,63,1,9,9,45,4,Sindhi
5178,2,65,0,8,4,42,4,Chhattisgarhi
5179,3,59,1,8,5,38,4,English
5180,6,48,1,4,0,36,3,Telugu
5181,3,62,1,4,0,43,4,Manipuri
5182,5,78,1,7,9,67,7,Kannada
5183,6,68,1,7,2,58,6,Kashmiri
5184,8,70,1,9,1,64,6,Bodo
5185,7,58,1,8,0,51,5,Meitei
5186,8,59,0,6,7,57,6,Gujarati
5187,3,62,0,7,0,40,4,Tamil
5188,4,82,1,8,9,68,7,Santhali
5189,6,66,1,7,7,58,6,Tulu
5190,7,69,0,5,4,63,6,Dogri
5191,9,60,1,4,3,56,6,Mizo
5192,1,83,0,8,7,60,6,Kashmiri
5193,8,74,0,7,7,68,7,Bengali
5194,8,88,0,4,7,82,8,Urdu
5195,6,46,0,6,2,33,3,Bodo
5196,4,61,0,7,7,47,5,Garo
5197,3,49,1,8,0,32,3,Sindhi
5198,3,62,1,5,3,39,4,Nepali
5199,6,54,0,4,4,41,4,Tamil
5200,8,69,1,4,5,61,6,Kannada
5201,7,73,0,5,4,63,6,Telugu
5202,1,52,1,8,4,27,2,Malayalam
5203,6,99,1,9,4,88,9,Tamil
5204,7,43,1,6,8,35,3,Kashmiri
5205,7,57,1,9,9,48,5,Bodo
5206,9,95,1,5,9,95,10,Bhili
5207,5,62,1,6,2,48,5,Punjabi
5208,1,72,1,8,1,45,4,Sanskrit
5209,2,73,1,7,9,49,5,Garo
5210,4,73,0,7,1,57,6,Dogri
5211,5,75,0,9,7,61,6,English
5212,9,74,1,8,4,75,8,Sindhi
5213,1,56,1,6,4,26,2,Bengali
5214,3,67,1,9,5,47,5,Gujarati
5215,5,53,0,5,8,37,3,Garo
5216,3,73,1,9,6,55,5,Chhattisgarhi
5217,4,87,1,8,4,73,7,Maithili
5218,3,50,0,8,4,30,3,Bhili
5219,4,96,0,7,9,80,8,Bhili
5220,1,52,0,5,8,24,2,Tulu
5221,8,72,1,7,8,66,7,Gujarati
5222,4,96,0,6,1,77,8,Kashmiri
5223,7,94,1,6,6,86,9,Manipuri
5224,2,41,0,4,9,13,1,Santhali
5225,2,73,1,8,0,52,5,Hindi
5226,6,92,1,5,3,80,8,Santali
5227,2,68,1,5,1,44,4,Garo
5228,6,76,0,7,9,68,7,Manipuri
5229,2,43,1,9,8,23,2,Punjabi
5230,4,51,1,9,5,36,3,Odia
5231,7,65,1,7,3,58,6,Meitei
5232,8,97,0,9,2,91,9,Assamese
5233,3,67,1,5,3,48,5,Odia
5234,9,42,1,7,1,40,4,Manipuri
5235,2,59,1,9,4,33,3,Tamil
5236,8,49,1,4,8,46,4,Malayalam
5237,8,91,0,8,5,87,9,Maithili
5238,4,57,1,4,1,39,4,Hindi
5239,1,92,0,9,5,70,7,Garo
5240,1,92,0,6,8,67,7,Gujarati
5241,2,92,1,5,3,68,7,Marathi
5242,9,66,0,4,0,61,6,Sindhi
5243,2,70,0,4,1,51,5,Gujarati
5244,2,66,0,7,4,43,4,Hindi
5245,6,81,1,7,9,70,7,Tulu
5246,7,40,0,7,6,34,3,Marathi
5247,7,45,0,9,7,33,3,Dogri
5248,9,50,1,6,2,46,4,Tulu
5249,6,73,1,4,8,60,6,Khasi
5250,8,78,0,8,1,73,7,Odia
5251,6,59,0,7,3,47,5,Sindhi
5252,2,92,0,6,3,67,7,English
5253,1,60,1,9,5,37,3,Santali
5254,5,60,0,6,9,44,4,Mizo
5255,9,57,1,7,5,55,5,Telugu
5256,8,60,0,5,2,52,5,Odia
5257,4,58,0,4,8,42,4,Khasi
5258,5,43,1,7,4,28,2,Santali
5259,5,52,0,8,1,31,3,Assamese
5260,6,57,1,4,5,42,4,Bodo
5261,3,91,0,6,2,71,7,Tulu
5262,5,68,1,8,7,54,5,Sindhi
5263,2,64,1,4,2,42,4,Urdu
5264,1,95,0,8,4,68,7,Malayalam
5265,1,52,1,6,3,27,2,Mizo
5266,7,66,0,7,3,59,6,Konkani
5267,2,99,1,8,1,77,8,Hindi
5268,4,58,1,7,7,43,4,Hindi
5269,5,88,1,6,2,73,7,Bhili
5270,7,40,0,6,3,31,3,Punjabi
5271,2,77,1,8,5,55,5,Gujarati
5272,6,58,1,8,8,49,5,Meitei
5273,1,91,1,6,3,65,7,English
5274,7,40,0,8,2,30,3,English
5275,9,79,0,8,4,75,8,Manipuri
5276,5,56,1,8,8,43,4,Santali
5277,5,60,1,9,0,49,5,Nepali
5278,4,61,0,8,4,44,4,Sindhi
5279,3,54,1,4,3,35,3,Bodo
5280,9,89,1,6,4,88,9,Kannada
5281,5,78,1,6,6,65,7,Bhili
5282,8,87,1,5,6,82,8,Bodo
5283,9,78,1,7,6,76,8,Kashmiri
5284,5,71,1,5,0,54,5,Maithili
5285,9,88,0,8,8,90,9,Punjabi
5286,2,43,1,8,6,23,2,Bodo
5287,9,83,1,4,3,79,8,Garo
5288,4,84,0,4,3,65,7,Dogri
5289,6,71,0,4,1,59,6,Meitei
5290,6,43,0,4,5,28,2,Malayalam
5291,6,92,0,4,9,79,8,Garo
5292,2,40,1,4,2,11,1,Kashmiri
5293,7,72,0,4,0,61,6,Bodo
5294,6,46,1,4,4,36,3,Konkani
5295,1,48,0,9,5,22,2,Chhattisgarhi
5296,2,40,0,4,4,20,2,Kannada
5297,7,55,0,6,4,45,4,Dogri
5298,1,57,1,4,9,32,3,Odia
5299,1,93,0,7,7,68,7,Tulu
5300,1,86,0,4,9,55,5,Santali
5301,8,45,0,9,0,38,4,Sindhi
5302,4,41,1,8,7,23,2,Sindhi
5303,2,43,0,9,0,22,2,Hindi
5304,1,84,1,8,8,60,6,Urdu
5305,9,62,0,4,3,58,6,Nepali
5306,7,93,1,4,6,84,9,Nepali
5307,4,82,0,8,2,67,7,Santhali
5308,6,84,1,7,7,79,8,Sindhi
5309,2,82,0,5,3,61,6,Kashmiri
5310,7,90,1,6,1,80,8,Santali
5311,2,47,1,8,1,27,2,Gujarati
5312,8,78,0,4,7,72,7,Mizo
5313,8,64,0,6,7,61,6,Khasi
5314,1,55,1,4,0,25,2,Bhili
5315,2,56,0,5,8,33,3,Khasi
5316,6,57,0,8,8,46,4,Sanskrit
5317,1,99,0,6,1,73,7,Urdu
5318,5,66,1,9,7,54,5,Bodo
5319,7,54,0,6,7,44,4,Sanskrit
5320,1,99,1,9,3,74,8,Assamese
5321,2,56,1,5,3,31,3,Santhali
5322,7,82,0,4,4,73,7,Santali
5323,6,44,0,9,9,34,3,Meitei
5324,3,55,1,9,6,36,3,Manipuri
5325,2,54,0,8,0,27,2,Nepali
5326,4,81,0,7,8,66,7,Bhili
5327,3,85,1,5,2,66,7,Bodo
5328,7,73,1,9,3,64,6,Maithili
5329,2,58,0,8,4,34,3,Odia
5330,7,47,0,4,4,38,4,Malayalam
5331,8,86,1,6,0,79,8,Punjabi
5332,6,49,1,5,1,35,3,English
5333,6,44,0,8,4,33,3,Manipuri
5334,1,91,0,8,1,65,7,Santali
5335,4,87,0,8,0,69,7,Manipuri
5336,1,92,1,6,9,66,7,Chhattisgarhi
5337,4,65,0,5,2,45,4,Manipuri
5338,2,61,0,9,0,37,3,Dogri
5339,5,83,1,8,9,71,7,Kannada
5340,9,62,0,6,7,59,6,Garo
5341,3,52,1,4,7,32,3,Garo
5342,8,48,0,7,7,40,4,Santhali
5343,3,88,1,5,6,73,7,Kannada
5344,6,59,1,6,6,48,5,Manipuri
5345,4,67,1,7,1,52,5,Bodo
5346,8,83,0,7,8,79,8,Marathi
5347,6,96,0,6,6,85,9,Meitei
5348,8,76,0,9,4,72,7,Meitei
5349,1,63,0,9,3,39,4,English
5350,6,83,1,6,7,72,7,Mizo
5351,1,72,0,6,4,51,5,Odia
5352,1,59,0,8,5,36,3,Kannada
5353,8,99,1,4,3,89,9,Sanskrit
5354,7,87,1,9,1,82,8,Maithili
5355,3,69,1,8,6,51,5,Santali
5356,6,83,1,7,1,75,8,Telugu
5357,9,48,0,7,6,44,4,Assamese
5358,7,84,1,7,6,72,7,Meitei
5359,3,88,0,6,0,66,7,Meitei
5360,6,56,0,5,9,41,4,Garo
5361,4,75,1,8,9,59,6,Bodo
5362,3,53,1,5,2,31,3,Punjabi
5363,9,58,1,4,2,54,5,Tulu
5364,2,46,1,4,5,23,2,Garo
5365,2,42,0,7,8,21,2,Bhili
5366,7,72,1,9,4,69,7,Maithili
5367,1,83,0,4,5,56,6,Santali
5368,6,71,1,5,5,60,6,Santali
5369,7,86,0,5,7,79,8,Nepali
5370,9,50,0,9,9,47,5,Punjabi
5371,8,81,0,6,2,72,7,Garo
5372,6,41,1,7,8,31,3,Manipuri
5373,3,65,1,6,6,45,4,Kashmiri
5374,8,43,1,8,5,40,4,Garo
5375,7,56,0,4,0,46,4,Kannada
5376,3,56,0,9,3,38,4,English
5377,9,67,1,9,4,64,6,Manipuri
5378,2,69,1,9,1,46,4,Gujarati
5379,3,79,0,6,0,58,6,Hindi
5380,2,62,0,6,1,37,3,Telugu
5381,1,85,1,8,7,62,6,Hindi
5382,4,63,1,5,9,49,5,Urdu
5383,5,68,1,5,5,53,5,Santhali
5384,6,43,0,8,9,30,3,Mizo
5385,5,77,0,9,1,59,6,Marathi
5386,1,68,1,5,8,40,4,Telugu
5387,3,58,1,8,7,37,3,Manipuri
5388,1,66,1,5,3,41,4,Bodo
5389,5,68,1,8,9,56,6,Urdu
5390,5,95,1,5,6,81,8,Sanskrit
5391,6,75,0,9,2,66,7,English
5392,8,74,1,6,5,71,7,Maithili
5393,1,91,0,6,2,64,6,Dogri
5394,4,45,0,9,9,31,3,Manipuri
5395,1,98,0,5,2,72,7,Sindhi
5396,9,62,0,9,8,57,6,Odia
5397,7,78,0,8,5,67,7,Meitei
5398,7,85,0,6,7,76,8,Sanskrit
5399,5,83,0,4,3,68,7,Bhili
5400,7,87,0,5,3,78,8,Marathi
5401,2,91,1,4,7,68,7,Hindi
5402,4,47,1,4,6,25,2,Tulu
5403,7,94,1,7,4,86,9,Bhili
5404,3,41,1,4,1,15,1,Kashmiri
5405,2,52,1,4,5,28,2,Marathi
5406,2,79,0,9,0,58,6,Bhili
5407,1,96,0,7,6,72,7,Bhili
5408,5,60,0,7,8,45,4,Punjabi
5409,6,70,0,7,4,59,6,Odia
5410,6,91,0,8,4,78,8,Gujarati
5411,9,87,1,7,6,84,9,Bengali
5412,4,75,1,9,4,56,6,Santali
5413,1,87,0,8,9,62,6,Malayalam
5414,6,91,1,5,3,78,8,Garo
5415,5,77,1,8,0,62,6,Khasi
5416,6,66,1,5,5,54,5,Tamil
5417,3,75,1,7,8,57,6,English
5418,2,87,1,7,3,61,6,Santhali
5419,6,62,0,5,9,49,5,Chhattisgarhi
5420,1,94,1,6,3,71,7,Dogri
5421,7,60,1,9,4,55,5,Chhattisgarhi
5422,7,52,0,8,5,44,4,Bodo
5423,7,76,0,9,2,68,7,Tulu
5424,1,86,0,9,8,60,6,Kashmiri
5425,4,65,0,4,0,45,4,Marathi
5426,7,79,0,7,5,72,7,Mizo
5427,9,46,0,8,5,41,4,Santhali
5428,5,85,0,9,7,73,7,Khasi
5429,2,78,0,8,4,57,6,Odia
5430,7,61,1,9,8,55,5,Mizo
5431,1,78,0,7,8,53,5,Bodo
5432,7,62,0,9,1,53,5,Gujarati
5433,6,97,1,5,4,87,9,Bodo
5434,7,69,0,7,6,61,6,Manipuri
5435,3,57,0,8,1,38,4,Manipuri
5436,3,81,0,6,6,60,6,Urdu
5437,7,57,0,9,8,49,5,Chhattisgarhi
5438,2,85,1,5,7,64,6,Hindi
5439,1,49,1,7,9,23,2,Malayalam
5440,9,78,0,4,8,72,7,Konkani
5441,9,69,1,7,3,71,7,Tamil
5442,7,65,1,8,7,59,6,Meitei
5443,7,46,1,8,8,38,4,Gujarati
5444,3,46,1,4,9,24,2,Tamil
5445,2,44,1,5,1,18,1,Garo
5446,7,40,1,8,9,33,3,Tamil
5447,9,85,0,5,2,81,8,English
5448,1,57,0,5,0,30,3,Maithili
5449,4,52,1,7,0,32,3,Urdu
5450,6,64,1,5,9,50,5,Punjabi
5451,7,79,1,9,5,73,7,Urdu
5452,7,47,0,8,0,38,4,Bodo
5453,2,49,0,8,4,28,2,Assamese
5454,4,71,0,6,5,57,6,Hindi
5455,5,56,0,5,8,41,4,Malayalam
5456,1,77,0,6,5,52,5,Gujarati
5457,1,54,0,7,3,26,2,Marathi
5458,3,54,1,6,0,28,2,Malayalam
5459,3,96,0,5,5,74,8,Odia
5460,8,87,0,8,6,81,8,Khasi
5461,9,79,0,7,4,81,8,Khasi
5462,1,90,1,5,5,61,6,Dogri
5463,2,59,0,7,9,38,4,Odia
5464,2,54,1,4,7,29,3,Meitei
5465,4,74,1,5,0,57,6,Kashmiri
5466,2,45,0,4,7,21,2,Urdu
5467,7,69,0,6,1,57,6,Bodo
5468,9,96,0,5,1,94,10,Punjabi
5469,7,47,1,4,7,39,4,Mizo
5470,6,70,0,9,1,59,6,Odia
5471,1,87,1,8,7,64,6,Garo
5472,9,86,1,6,4,83,9,Tamil
5473,5,71,0,5,8,53,5,Malayalam
5474,5,84,0,5,8,70,7,Sindhi
5475,6,97,0,8,7,92,10,Bodo
5476,9,91,1,8,8,92,10,Assamese
5477,8,54,0,4,6,47,5,Assamese
5478,8,57,1,4,7,51,5,Santhali
5479,8,52,0,4,5,45,4,Kashmiri
5480,1,63,1,7,8,34,3,Gujarati
5481,1,79,0,6,1,50,5,Meitei
5482,8,53,0,5,2,45,4,Santhali
5483,5,67,1,6,1,54,5,Sindhi
5484,9,50,1,8,5,52,5,Marathi
5485,2,45,0,9,2,20,2,Konkani
5486,9,95,1,6,0,93,10,Khasi
5487,8,64,1,6,3,53,5,Mizo
5488,9,40,1,4,4,35,3,Punjabi
5489,4,64,1,8,3,48,5,Telugu
5490,1,41,0,6,5,18,1,Kashmiri
5491,1,71,1,5,2,43,4,Gujarati
5492,5,52,0,4,9,36,3,Malayalam
5493,2,72,0,6,5,51,5,Chhattisgarhi
5494,8,71,0,8,9,65,7,Malayalam
5495,5,95,1,9,0,81,8,Chhattisgarhi
5496,5,63,0,5,5,45,4,Mizo
5497,2,66,0,9,7,46,4,Bodo
5498,7,43,0,8,9,32,3,Bhili
5499,8,63,0,8,7,60,6,Bengali
5500,1,62,0,8,0,33,3,Maithili
5501,2,68,1,9,6,45,4,Sindhi
5502,4,73,0,7,9,54,5,Khasi
5503,5,60,1,5,9,46,4,Maithili
5504,2,69,0,8,3,49,5,Nepali
5505,1,65,0,7,5,38,4,Santali
5506,9,59,1,4,5,53,5,Odia
5507,1,55,1,7,4,30,3,Nepali
5508,4,42,0,4,9,24,2,Assamese
5509,2,88,0,9,8,69,7,Dogri
5510,4,76,0,7,9,57,6,Bhili
5511,8,97,0,9,7,94,10,Odia
5512,8,79,0,8,5,77,8,Santhali
5513,9,83,1,7,3,79,8,Santhali
5514,5,64,0,7,3,50,5,Telugu
5515,7,62,0,8,8,52,5,Santali
5516,3,83,1,4,3,64,6,Manipuri
5517,4,98,1,8,6,86,9,Marathi
5518,9,40,0,5,5,33,3,Santhali
5519,1,72,1,7,1,47,5,English
5520,2,54,1,5,4,31,3,Chhattisgarhi
5521,5,56,1,8,2,42,4,Tulu
5522,3,73,0,9,8,54,5,Kannada
5523,2,56,0,8,9,33,3,Santali
5524,1,91,0,6,0,61,6,Bodo
5525,3,97,1,5,9,78,8,Santhali
5526,1,80,0,6,3,55,5,Khasi
5527,1,83,0,5,3,59,6,Manipuri
5528,1,43,1,9,8,20,2,Sanskrit
5529,8,52,0,6,0,43,4,Kannada
5530,3,43,1,6,1,19,1,Meitei
5531,1,46,1,5,0,17,1,Bhili
5532,7,85,1,8,0,73,7,Bengali
5533,3,98,1,4,0,72,7,Sindhi
5534,8,48,0,8,2,39,4,Garo
5535,4,62,0,4,3,44,4,Bodo
5536,4,72,0,5,9,52,5,Telugu
5537,5,72,1,7,1,58,6,Garo
5538,6,59,0,8,0,45,4,Garo
5539,7,43,0,6,4,36,3,Hindi
5540,4,40,1,8,5,22,2,Tulu
5541,8,93,1,5,1,86,9,Assamese
